"","x","y"
"1120",0.352379110579902,-0.29794550942175
"1209",0.0676503699533639,-0.266530208317955
"1177",-0.0389999467184806,-0.246152777392106
"286",-0.039287931935893,-0.240070533781655
"1352",0.141835405869592,0.0278516734636393
"1411",0.243859480763719,0.040090255938213
"487",0.305219423875807,-0.11240546184855
"1120.1",0.352379110579902,-0.29794550942175
