"","x","y"
"310",0.186064000686367,0.113727338981612
"845",0.178385998127586,0.046995949125785
"1537",0.17035286256782,0.016360609803746
"843",0.158210287390141,0.0181431325036789
"281",-0.0879109246211246,0.105583767817452
"762",-0.103736162118566,0.12639597029879
"1119",-0.104462810315798,0.132088597947651
"792",0.142974541384991,0.429049515709844
"310.1",0.186064000686367,0.113727338981612
